POÇO ANP;BLOCO;BACIA;BACIAS AGRUPADAS;ESTADO;AMBIENTE;OPERADOR;INÍCIO DA PERFURAÇÃO;CONCLUSÃO DO POÇO;PROFUNDIDADE FINAL (m);ATINGIU PRÉ-SAL?;NOTIFICAÇÃO DE DESCOBERTA ?;DATA DA 1ª DESCOBERTA;FLUIDO NOTIFICAÇÃO DESCOBERTA
3-BRSA-1303-SES;BM-SEAL-4A;Sergipe;Margem Leste;SE;MAR;Petrobras;06/04/2015;01/09/2015;5520;Não;Sim;28/05/2015;Petróleo
3-PGN-15-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;05/09/2015;14/09/2015;1402;Não;Não;;
1-BRSA-1315-AL;SEAL-T-177;Alagoas;Maduras;AL;TERRA;Petrobras;04/08/2015;22/09/2015;2901;Não;Sim;16/08/2015;Gás
3-BRSA-1310-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;25/06/2015;24/09/2015;5893;Sim;Sim;09/10/2015;Gás e Petróleo
1-BRSA-1311-AM;SOL-T-171;Solimões;Nova Fronteira;AM;TERRA;Petrobras;03/07/2015;10/11/2015;3042;Não;Não;;
1-IMET-12-RN;POT-T-569;Potiguar;Maduras;RN;TERRA;Imetame;04/10/2015;17/11/2015;2335;Não;Não;;
3-BRSA-1317-RNS;POT-M-855;Potiguar;Margem Equatorial;RN;MAR;Petrobras;12/09/2015;21/11/2015;4200;Não;Sim;01/10/2015;Petróleo
3-REPF-16D-RJS;C-M-539;Campos;Margem Leste;RJ;MAR;Repsol Sinopec;23/05/2015;23/11/2015;7012;Sim;Sim;03/10/2015;Gás e Petróleo
1-BRSA-1327D-AL;SEAL-T-112;Alagoas;Maduras;AL;TERRA;Petrobras;24/10/2015;24/11/2015;2502;Não;Não;;
4-BRSA-1329-ESS;ES-M-525;Espírito Santo;Margem Leste;ES;MAR;Petrobras;28/10/2015;21/12/2015;5236;Não;Não;;
3-PGN-16-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;06/12/2015;24/12/2015;1824;Não;Sim;17/12/2015;Gás
4-BRSA-1334D-SE;SEAL-T-420;Sergipe;Maduras;SE;TERRA;Petrobras;13/12/2015;30/12/2015;880;Não;Sim;21/12/2016;Gás
1-BRSA-1335-RN;POT-T-614;Potiguar;Maduras;RN;TERRA;Petrobras;20/12/2015;01/01/2016;788;Não;Não;;
3-BRSA-1290-SPS;BM-S-8;Santos;Margem Leste;SP;MAR;Petrobras;07/01/2015;01/01/2016;6338;Sim;Sim;29/05/2015;Petróleo
3-BRSA-1333-SES;SEAL-M-499;Sergipe;Margem Leste;SE;MAR;Petrobras;02/12/2015;05/01/2016;5395;Não;Não;;
4-BRSA-1298-ESS;ES-M-525;Espírito Santo;Margem Leste;ES;MAR;Petrobras;09/03/2015;05/01/2016;5166;Não;Sim;08/12/2015;Petróleo
1-BRSA-1337-AL;SEAL-T-61;Alagoas;Maduras;AL;TERRA;Petrobras;27/12/2015;09/02/2016;2405;Não;Sim;29/12/2015;Petróleo
4-PGN-17-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;02/02/2016;16/02/2016;1684;Não;Sim;13/02/2016;Gás
1-BRSA-1336D-BA;REC-T-80;Recôncavo;Maduras;BA;TERRA;Petrobras;24/12/2015;17/02/2016;3121;Não;Não;;
3-BRSA-1339-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;06/02/2016;21/02/2016;3049;Não;Não;;
1-IMET-13D-RN;POT-T-569;Potiguar;Maduras;RN;TERRA;Imetame;24/11/2015;24/02/2016;2796;Não;Sim;22/02/2016;Petróleo
1-ALV-9D-BA;REC-T-170;Recôncavo;Maduras;BA;TERRA;Alvopetro;21/02/2016;21/03/2016;1487;Não;Não;;
1-BRSA-1338-AM;AM-T-84;Amazonas;Nova Fronteira;AM;TERRA;Petrobras;02/02/2016;24/03/2016;1975;Não;Não;;
4-PGN-18-MA;PN-T-85;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;08/03/2016;24/03/2016;1656;Não;Sim;20/03/2016;Gás
1-IMET-14-RN;POT-T-569;Potiguar;Maduras;RN;TERRA;Imetame;02/03/2016;26/03/2016;1815;Não;Não;;
3-REPF-17-RJS;C-M-539;Campos;Margem Leste;RJ;MAR;Repsol Sinopec;08/01/2016;04/04/2016;6230;Sim;Sim;03/03/2016;Gás e Petróleo
3-BRSA-1322-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;26/09/2015;12/04/2016;5798;Sim;Sim;24/01/2016;Petróleo
3-BRSA-1342-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;20/04/2016;23/04/2016;2143;Não;Não;;
1-IMET-15-RN;POT-T-485;Potiguar;Maduras;RN;TERRA;Imetame;04/04/2016;06/05/2016;1770;Não;Não;;
1-IMET-16-RN;POT-T-485;Potiguar;Maduras;RN;TERRA;Imetame;13/05/2016;30/05/2016;1200;Não;Sim;27/05/2016;Petróleo
1-IMET-17-AL;SEAL-T-62;Alagoas;Maduras;AL;TERRA;Imetame;10/07/2016;26/08/2016;2533;Não;Não;;
1-IMET-18-AL;SEAL-T-30;Alagoas;Maduras;AL;TERRA;Imetame;03/09/2016;16/09/2016;907;Não;Não;;
1-ALV-10-BA;REC-T-256;Recôncavo;Maduras;BA;TERRA;Alvopetro;30/08/2016;24/09/2016;2292;Não;Não;;
1-IMET-19-AL;SEAL-T-31;Alagoas;Maduras;AL;TERRA;Imetame;23/09/2016;05/10/2016;757;Não;Não;;
1-TEK-1-BA;REC-T-153;Recôncavo;Maduras;BA;TERRA;Tek;02/10/2016;14/12/2016;1963;Não;Sim;11/11/2016;Petróleo
3-BRSA-1343-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;30/06/2016;07/02/2017;5777;Sim;Sim;04/11/2016;Petróleo
1-IMET-20D-BA;REC-T-76;Recôncavo;Maduras;BA;TERRA;Imetame;20/01/2017;17/02/2017;2137;Não;Não;;
1-ALV-11-BA;REC-T-198;Recôncavo;Maduras;BA;TERRA;Alvopetro;15/01/2017;21/03/2017;1480;Não;Sim;28/01/2017;Gás
1-IMET-21-BA;REC-T-76;Recôncavo;Maduras;BA;TERRA;Imetame;12/03/2017;04/04/2017;1845;Não;Não;;
1-GPK-1-BA;REC-T-94;Recôncavo;Maduras;BA;TERRA;Geopark Brasil;14/03/2017;08/04/2017;2333;Não;Não;;
1-RNB-1-AM;SOL-T-195;Solimões;Nova Fronteira;AM;TERRA;Rosneft;13/02/2017;17/04/2017;1350;Não;Não;;
1-GOP-1-BA;REC-T-107;Recôncavo;Maduras;BA;TERRA;Great Oil;16/04/2017;19/05/2017;1839;Não;Não;;
4-BRSA-1346-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;22/02/2017;03/06/2017;5850;Sim;Não;;
4-PGN-19-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;18/07/2017;29/07/2017;1614;Não;Sim;28/07/2017;Gás
1-BRSA-1348-RN;POT-T-613;Potiguar;Maduras;RN;TERRA;Petrobras;28/05/2017;09/08/2017;725;Não;Sim;04/06/2017;Gás e Petróleo
1-BRSA-1347D-BA;REC-T-70;Recôncavo;Maduras;BA;TERRA;Petrobras;20/03/2017;14/08/2017;3285;Não;Sim;14/04/2017;Gás e Petróleo
4-PGN-20D-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;07/08/2017;25/08/2017;1520;Não;Não;;
3-BRSA-1345-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;10/02/2017;05/09/2017;5878;Sim;Sim;11/07/2017;Petróleo
1-ALV-12-BA;TUC-T-177;Tucano Sul;Nova Fronteira;BA;TERRA;Alvopetro;29/08/2017;09/09/2017;1100;Não;Não;;
1-BRSA-1351D-BA;REC-T-70;Recôncavo;Maduras;BA;TERRA;Petrobras;09/06/2017;20/09/2017;3070;Não;Sim;20/07/2017;Petróleo
3-BRSA-1350-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;05/06/2017;25/10/2017;5877;Sim;Sim;03/09/2017;Petróleo
3-PGN-21D-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;16/10/2017;06/11/2017;1665;Não;Sim;01/11/2017;Gás
4-PGN-22-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;14/11/2017;10/12/2017;2325;Não;Sim;07/12/2017;Gás
1-IMET-22-RN;POT-T-699;Potiguar;Maduras;RN;TERRA;Imetame;20/11/2017;17/12/2017;1760;Não;Não;;
4-PGN-23-MA;PN-T-67;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;20/12/2017;30/12/2017;1618;Não;Não;;
4-TEK-2-BA;REC-T-153;Recôncavo;Maduras;BA;TERRA;Tek;15/01/2017;31/12/2017;;Não;Não;;
3-BRSA-1353D-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;19/09/2017;16/01/2018;5960;Sim;Sim;02/12/2017;Petróleo
1-GPK-2-RN;POT-T-747;Potiguar;Maduras;RN;TERRA;Geopark Brasil;09/12/2017;22/01/2018;625;Não;Sim;13/12/2017;Petróleo
3-BRSA-1356D-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;15/11/2017;24/01/2018;6178;Sim;Sim;10/01/2018;Petróleo
1-GPK-3-RN;POT-T-619;Potiguar;Maduras;RN;TERRA;Geopark Brasil;28/01/2018;03/02/2018;597;Não;Não;;
1-TEK-3-BA;REC-T-153;Recôncavo;Maduras;BA;TERRA;Tek;04/01/2018;06/02/2018;1820;Não;Sim;22/01/2018;Petróleo
1-IMET-23-RN;POT-T-569;Potiguar;Maduras;RN;TERRA;Imetame;27/01/2018;17/03/2018;2571;Não;Sim;13/03/2018;Petróleo
1-RNB-2-AM;SOL-T-169;Solimões;Nova Fronteira;AM;TERRA;Rosneft;28/12/2017;17/03/2018;1988;Não;Não;;
1-STAT-10-SPS;BM-S-8;Santos;Margem Leste;SP;MAR;Equinor Brasil;25/04/2018;28/04/2018;2105;Não;Não;;
3-BRSA-1355D-RJS;LIBRA;Santos;Margem Leste;RJ;MAR;Petrobras;01/11/2017;07/05/2018;5940;Sim;Sim;27/03/2018;Petróleo
1-BRSA-1360-ESS;ES-M-596;Espírito Santo;Margem Leste;ES;MAR;Petrobras;17/02/2018;14/05/2018;5190;Não;Não;;
4-PGN-24-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;13/06/2018;23/06/2018;1768;Não;Não;;
1-BRSA-1361-AL;SEAL-T-198;Alagoas;Maduras;AL;TERRA;Petrobras;18/05/2018;25/06/2018;957;Não;Não;;
4-PGN-25-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;12/07/2018;20/07/2018;1625;Não;Sim;19/07/2018;Gás
4-PGN-26D-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;27/07/2018;03/08/2018;1370;Não;Não;;
3-PGN-27D-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;15/08/2018;04/09/2018;1725;Não;Não;;
1-IMET-24-AL;SEAL-T-50;Alagoas;Maduras;AL;TERRA;Imetame;23/06/2018;07/09/2018;2867;Não;Não;;
1-OPEO-1-PI;PN-T-137;Parnaíba;Nova Fronteira;PI;TERRA;3R Bahia;02/08/2018;14/09/2018;2121;Não;Não;;
1-PGN-28-MA;PN-T-103;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;27/09/2018;16/10/2018;2295;Não;Não;;
1-BRSA-1362-MA;PN-T-86;Parnaíba;Nova Fronteira;MA;TERRA;Petrobras;07/09/2018;18/10/2018;1698;Não;Não;;
1-OPEO-2-MA;PN-T-114;Parnaíba;Nova Fronteira;MA;TERRA;3R Bahia;30/09/2018;22/10/2018;2271;Não;Sim;16/10/2018;Gás
3-PGN-29-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;24/10/2018;08/11/2018;1632;Não;Sim;07/11/2018;Gás
4-PGN-30-MA;PN-T-49;Parnaíba;Nova Fronteira;MA;TERRA;Parnaíba Gás Natural;16/11/2018;25/11/2018;1470;Não;Não;;
3-RNB-3-AM;SOL-T-170;Solimões;Nova Fronteira;AM;TERRA;Rosneft;06/09/2018;26/12/2018;3485;Não;Sim;17/11/2018;Gás
1-GPK-4D-BA;REC-T-128;Recôncavo;Maduras;BA;TERRA;Geopark Brasil;12/12/2018;23/01/2019;2570;Não;Sim;13/01/2019;Petróleo
1-BRSA-1366D-BA;REC-T-80;Recôncavo;Maduras;BA;TERRA;Petrobras;24/12/2018;25/01/2019;2001;Não;Sim;19/01/2019;Petróleo
3-EQNR-1-SPS;N_CARCARA;Santos;Margem Leste;SP;MAR;Equinor Brasil;13/09/2018;04/02/2019;6539;Sim;Sim;24/11/2018;Petróleo
1-BRSA-1363-RJS;PEROBA;Santos;Margem Leste;RJ;MAR;Petrobras;24/10/2018;05/02/2019;6131;Sim;Sim;28/01/2019;Gás
1-ENV-2-MA;PN-T-103;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;20/03/2019;10/04/2019;2220;Não;Não;;
1-ENV-1-MA;PN-T-103;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;15/04/2019;27/04/2019;1431;Não;Sim;26/04/2019;Gás
1-ENV-3-MA;PN-T-87;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;04/05/2019;11/05/2019;1680;Não;Não;;
1-IMET-25-BA;REC-T-163;Recôncavo;Maduras;BA;TERRA;Imetame;19/05/2019;30/05/2019;691;Não;Não;;
1-ENV-4-MA;PN-T-69;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;18/05/2019;09/06/2019;2322;Não;Sim;07/06/2019;Gás
3-BRSA-1367-SES;BM-SEAL-4;Sergipe;Margem Leste;SE;MAR;Petrobras;13/03/2019;18/06/2019;5500;Não;Sim;15/04/2019;Gás e Petróleo
1-ENV-5-MA;PN-T-84;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;15/06/2019;30/06/2019;2260;Não;Sim;28/06/2019;Gás
1-RNB-4-AM;SOL-T-191;Solimões;Nova Fronteira;AM;TERRA;Rosneft;14/05/2019;30/06/2019;2090;Não;Não;;
1-BGM-1-ES;ES-T-476;Espírito Santo;Maduras;ES;TERRA;BGM;21/05/2019;13/07/2019;1403;Não;Sim;16/06/2019;Petróleo
4-ENV-6-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;21/07/2019;08/08/2019;2334;Não;Sim;06/08/2019;Gás e Petróleo
1-IMET-26-BA;REC-T-212;Recôncavo;Maduras;BA;TERRA;Imetame;20/07/2019;10/08/2019;1139;Não;Não;;
3-EQNR-3-SPS;N_CARCARA;Santos;Margem Leste;SP;MAR;Equinor Brasil;08/02/2019;17/08/2019;6542;Sim;Sim;24/03/2019;Petróleo
1-ENV-7-MA;PN-T-69;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;14/08/2019;19/08/2019;727;Não;Não;;
1-ALV-13-BA;REC-T-57;Recôncavo;Maduras;BA;TERRA;Alvopetro;17/08/2019;26/08/2019;1499;Não;Não;;
3-BGM-2-ES;ES-T-476;Espírito Santo;Maduras;ES;TERRA;BGM;21/07/2019;16/09/2019;1712;Não;Não;;
1-HESS-4-ESS;ES-M-665;Espírito Santo;Margem Leste;ES;MAR;Hess Brasil;16/09/2009;30/09/2019;;Não;Não;;
3-ENV-8D-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;17/09/2019;30/09/2019;1980;Não;Sim;28/09/2019;Gás
3-SHEL-30-RJS;S_GATO_MAT;Santos;Margem Leste;RJ;MAR;Shell Brasil;26/06/2019;05/10/2019;5600;Sim;Sim;03/08/2019;Gás e Petróleo
3-BRSA-1368-SES;BM-SEAL-4;Sergipe;Margem Leste;SE;MAR;Petrobras;20/06/2019;09/10/2019;5630;Não;Sim;19/08/2019;Petróleo
3-ENV-9-MA;PN-T-102;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;23/10/2019;04/11/2019;1630;Não;Sim;03/11/2019;Gás
1-PSY-20D-BA;REC-T-141;Recôncavo;Maduras;BA;TERRA;Petrosynergy;21/10/2019;21/11/2019;2041;Não;Não;;
1-BRSA-1373-SPS;BLC_UIRAPR;Santos;Margem Leste;SP;MAR;Petrobras;11/11/2019;25/11/2019;2925;Sim;Não;;
1-GPK-5-RN;POT-T-747;Potiguar;Maduras;RN;TERRA;Geopark Brasil;04/12/2019;11/12/2019;670;Não;Não;;
1-SHEL-31-RJS;ALTO_CF_O;Santos;Margem Leste;RJ;MAR;Shell Brasil;06/10/2019;12/12/2019;5121;Sim;Sim;27/11/2019;Petróleo
4-ENV-10-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;06/12/2019;29/12/2019;2721;Não;Sim;27/12/2019;Gás e Petróleo
3-BRSA-1370-SPS;S-M-623;Santos;Margem Leste;SP;MAR;Petrobras;12/09/2019;02/01/2020;6552;Sim;Sim;24/12/2019;Petróleo
3-BRSA-1371-SES;SEAL-M-424;Sergipe;Margem Leste;SE;MAR;Petrobras;06/11/2019;10/01/2020;5967;Não;Sim;14/12/2019;Petróleo
1-GREN-1D-BA;REC-T-108;Recôncavo;Maduras;BA;TERRA;Great Energy;21/12/2018;21/01/2020;3297;Não;Sim;05/10/2019;Petróleo
3-BGM-3-ES;ES-T-476;Espírito Santo;Maduras;ES;TERRA;BGM;05/11/2019;30/01/2020;1043;Não;Sim;21/11/2019;Petróleo
1-NOVA-1-AL;SEAL-T-292;Alagoas;Maduras;AL;TERRA;Nova Petróleo;30/01/2020;11/02/2020;207;Não;Não;;
1-NOVA-2-AL;SEAL-T-280;Alagoas;Maduras;AL;TERRA;Nova Petróleo;17/02/2020;25/02/2020;562;Não;Não;;
1-NOVA-3-AL;SEAL-T-291;Alagoas;Maduras;AL;TERRA;Nova Petróleo;05/03/2020;11/03/2020;642;Não;Não;;
1-IMET-27-ES;ES-T-487;Espírito Santo;Maduras;ES;TERRA;Imetame;28/02/2020;06/04/2020;1890;Não;Sim;03/04/2020;Gás e Petróleo
1-BRSA-1375-RJS;SO_TRTG_VD;Campos;Margem Leste;RJ;MAR;Petrobras;13/02/2020;17/04/2020;3216;Não;Sim;04/04/2020;Petróleo
3-SHEL-32D-RJS;S_GATO_MAT;Santos;Margem Leste;RJ;MAR;Shell Brasil;04/03/2020;05/05/2020;5468;Sim;Sim;24/03/2020;Petróleo
1-SHEL-33-RJS;SATURNO;Santos;Margem Leste;RJ;MAR;Shell Brasil;08/05/2020;13/06/2020;5195;Sim;Não;;
3-ENV-11D-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;23/05/2020;02/07/2020;2445;Não;Sim;28/06/2020;Gás e Petróleo
3-ENV-12D-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;03/07/2020;22/07/2020;2525;Não;Não;;
1-ENV-13-MA;PN-T-68;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;02/08/2020;13/08/2020;1764;Não;Sim;11/08/2020;Gás
4-ENV-14-MA;PN-T-103;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;17/08/2020;23/08/2020;1230;Não;Não;;
1-ENV-15-MA;PN-T-102A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;09/09/2020;25/09/2020;1691;Não;Sim;23/09/2020;Gás
1-BRSA-1376D-RJS;C-M-657;Campos;Margem Leste;RJ;MAR;Petrobras;04/06/2020;15/10/2020;6278;Sim;Sim;20/09/2020;Gás
1-ENV-16D-MA;PN-T-67A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;23/10/2020;07/11/2020;2447;Não;Não;;
3-ENV-17D-MA;PN-T-102A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;25/11/2020;06/12/2020;1690;Não;Sim;05/12/2020;Gás
1-BRSA-1377-RJS;C-M-411;Campos;Margem Leste;RJ;MAR;Petrobras;20/10/2020;24/02/2021;6777;Sim;Sim;28/01/2021;Gás e Petróleo
1-IMET-28-ES;ES-T-441;Espírito Santo;Maduras;ES;TERRA;Imetame;18/04/2021;08/05/2021;1200;Não;Sim;01/05/2021;Petróleo
1-BRSA-1378-RJS;C-M-709;Campos;Margem Leste;RJ;MAR;Petrobras;26/02/2021;20/05/2021;4913;Sim;Não;;
1-EMEB-1-RJS;C-M-789;Campos;Margem Leste;RJ;MAR;ExxonMobil Brasil;25/01/2021;02/06/2021;3383;Sim;Não;;
1-ENV-18-MA;PN-T-69;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;18/05/2021;09/06/2021;2499;Não;Não;;
1-ENV-19-MA;PN-T-134;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;18/06/2021;13/07/2021;1500;Não;Sim;06/08/2021;Gás
1-BRSA-1379D-ESS;ES-M-669;Espírito Santo;Margem Leste;ES;MAR;Petrobras;06/04/2021;16/08/2021;7699;Sim;Sim;25/07/2021;Gás
3-ENV-20-MA;PN-T-48;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;03/08/2021;20/08/2021;2358;Não;Sim;17/08/2021;Gás e Petróleo
1-BRSA-1380D-RJS;C-M-346;Campos;Margem Leste;RJ;MAR;Petrobras;22/05/2021;27/08/2021;6933;Sim;Sim;09/08/2021;Gás
1-PHO-1-RN;POT-T-565;Potiguar;Maduras;RN;TERRA;Phoenix Óleo & Gás;19/08/2021;30/08/2021;1180;Não;Sim;31/08/2021;Petróleo
1-ENV-21-MA;PN-T-47;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;25/08/2021;07/09/2021;2256;Não;Não;;
1-ENV-22-MA;PN-T-146;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;14/09/2021;24/09/2021;1692;Não;Não;;
1-ENV-23-MA;PN-T-163;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;28/09/2021;10/10/2021;2288;Não;Não;;
1-ENV-24D-MA;PN-T-133;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;16/10/2021;29/10/2021;2061;Não;Não;;
1-EMEB-2-RJS;TITA;Santos;Margem Leste;RJ;MAR;ExxonMobil Brasil;15/08/2021;08/11/2021;4970;Sim;Sim;02/11/2021;Petróleo
1-ENV-26-MA;PN-T-102A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;03/11/2021;16/11/2021;1761;Não;Sim;14/11/2021;Gás
1-ENV-25D-AM;AM-T-84;Amazonas;Nova Fronteira;AM;TERRA;Eneva;24/10/2021;23/11/2021;2151;Não;Sim;20/11/2021;Gás e Petróleo
1-BRSA-1381-SPS;ARAM;Santos;Margem Leste;SP;MAR;Petrobras;24/08/2021;08/01/2022;7130;Sim;Sim;18/11/2021;Petróleo
1-ENV-27D-AM;AM-T-85;Amazonas;Nova Fronteira;AM;TERRA;Eneva;09/12/2021;08/01/2022;2451;Não;Não;;
3-ENV-28D-MA;PN-T-69;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;21/12/2021;09/01/2022;1935;Não;Sim;05/01/2022;Gás
1-BGM-4-ES;ES-T-496;Espírito Santo;Maduras;ES;TERRA;BGM;27/11/2021;14/01/2022;2061;Não;Sim;30/12/2021;Petróleo
1-BRSA-1383-RJS;ALTO_CF_CE;Campos;Margem Leste;RJ;MAR;Petrobras;12/01/2022;16/01/2022;2423;Não;Não;;
1-SHEL-34-RJS;C-M-791;Campos;Margem Leste;RJ;MAR;Shell Brasil;22/01/2022;24/01/2022;;Não;Não;;
1-ENV-29-MA;PN-T-87;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;15/01/2022;05/02/2022;2301;Não;Não;;
1-ENV-30D-MA;PN-T-103;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;10/02/2022;23/02/2022;1763;Não;Não;;
1-BRSA-1382D-RJS;BLC_3MARIA;Santos;Margem Leste;RJ;MAR;Petrobras;01/10/2021;07/03/2022;6537;Sim;Sim;16/02/2022;Gás e Petróleo
1-EMEB-3-SES;SEAL-M-428;Sergipe;Margem Leste;SE;MAR;ExxonMobil Brasil;20/02/2022;10/04/2022;5370;Não;Não;;
3-ENV-32D-MA;PN-T-102A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;29/03/2022;17/04/2022;2327;Não;Sim;14/04/2022;Gás
1-ENV-31D-AM;AM-T-85;Amazonas;Nova Fronteira;AM;TERRA;Eneva;21/03/2022;23/04/2022;2770;Não;Sim;18/04/2022;Gás e Petróleo
1-ALV-14D-BA;REC-T-182;Recôncavo;Maduras;BA;TERRA;Alvopetro;02/03/2022;26/04/2022;2926;Não;Sim;20/04/2022;Gás
1-BRSA-1384-RJS;2_IRMAOS;Campos;Margem Leste;RJ;MAR;Petrobras;11/03/2022;05/05/2022;4683;Sim;Não;;
1-BGM-5-ES;ES-T-496;Espírito Santo;Maduras;ES;TERRA;BGM;16/03/2022;11/05/2022;1300;Não;Sim;01/04/2022;Petróleo
3-ENV-34-MA;PN-T-102A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;15/05/2022;26/05/2022;1890;Não;Sim;25/05/2022;Gás
3-ENV-33D-AM;AM-T-84;Amazonas;Nova Fronteira;AM;TERRA;Eneva;08/05/2022;30/05/2022;2379;Não;Sim;27/05/2022;Gás
1-ALV-15-BA;REC-T-183;Recôncavo;Maduras;BA;TERRA;Alvopetro;05/06/2022;12/07/2022;2917;Não;Sim;05/07/2022;Gás e Petróleo
3-ENV-35D-AM;AM-T-84;Amazonas;Nova Fronteira;AM;TERRA;Eneva;17/06/2022;14/07/2022;2495;Não;Sim;11/07/2022;Gás
1-BRSA-1385-ESS;ES-M-596;Espírito Santo;Margem Leste;ES;MAR;Petrobras;20/06/2022;17/07/2022;3837;Não;Não;;
1-TOT-2-RJS;C-M-541;Campos;Margem Leste;RJ;MAR;TotalEnergies EP;31/12/2021;01/08/2022;7222;Sim;Sim;08/05/2022;Gás e Petróleo
1-ENV-36-MA;PN-T-67A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;22/07/2022;16/08/2022;2379;Não;Sim;14/08/2022;Gás
3-ENV-37D-MA;PN-T-102A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;19/09/2022;30/09/2022;1746;Não;Sim;28/09/2022;Gás
3-ALV-16D-BA;REC-T-182;Recôncavo;Maduras;BA;TERRA;Alvopetro;26/08/2022;09/10/2022;3185;Não;Sim;04/10/2022;Petróleo
1-BGM-6-ES;ES-T-506;Espírito Santo;Maduras;ES;TERRA;BGM;18/08/2022;18/10/2022;1800;Não;Sim;16/09/2022;Petróleo
3-ENV-38-MA;PN-T-102A;Parnaíba;Nova Fronteira;MA;TERRA;Eneva;04/10/2022;19/10/2022;1725;Não;Sim;18/10/2022;Gás
1-POT-1-RN;POT-T-702;Potiguar;Maduras;RN;TERRA;Potiguar E&P S.A.;26/09/2022;21/10/2022;658;Não;Sim;29/09/2022;Petróleo
1-BGM-7-ES;ES-T-506;Espírito Santo;Maduras;ES;TERRA;BGM;28/10/2022;31/01/2023;1057;Não;Sim;14/01/2023;Petróleo
3-ENV-39D-AM;AM-T-85;Amazonas;Nova Fronteira;AM;TERRA;Eneva;18/02/2023;26/03/2023;2107;Não;Sim;25/03/2023;Gás
1-BGM-8-ES;ES-T-506;Espírito Santo;Maduras;ES;TERRA;BGM;14/02/2023;10/04/2023;1671;Não;Sim;27/03/2023;Petróleo
