Nome_poço_anp,Nome_poço_operador,Campo,Bacia,Operador_atual,Operador_epoca,Ambiente,Sonda,Objetivo,Data_início,Data_término,Dias_em_intervenção
7-ARG-1118-RN,7-ARG-1118-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,EBS-07,Perfuração,07/05/2025,08/05/2025,2
7-ARG-1118-RN,7-ARG-1118-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,17/05/2025,19/05/2025,3
7-ARG-1118-RN,7-ARG-1118-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROTO-PNEUMÁTICA DE PERFURAÇÃO SHRP-05,Perfuração,01/05/2025,05/05/2025,5
7-ARG-1119-RN,7-ARG-1119-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROTO-PNEUMÁTICA DE PERFURAÇÃO SHRP-05,Perfuração,29/04/2025,30/04/2025,2
7-ARG-1119-RN,7-ARG-1119-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,EBS-07,Perfuração,04/05/2025,06/05/2025,3
7-ARG-1119-RN,7-ARG-1119-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,26/05/2025,28/05/2025,3
7-ARG-1120-RN,7-ARG-1120-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,29/05/2025,30/05/2025,2
7-ARG-1120-RN,7-ARG-1120-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROTO-PNEUMÁTICA DE PERFURAÇÃO SHRP-05,Perfuração,23/04/2025,24/04/2025,2
7-ARG-1120-RN,7-ARG-1120-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,EBS-07,Perfuração,28/04/2025,30/04/2025,3
7-ARG-1121-RN,7-ARG-1121-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,EBS-07,Perfuração,12/04/2025,13/04/2025,2
7-ARG-1121-RN,7-ARG-1121-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,27/05/2025,28/05/2025,2
7-ARG-1121-RN,7-ARG-1121-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROTO-PNEUMÁTICA DE PERFURAÇÃO SHRP-05,Perfuração,02/04/2025,03/04/2025,2
7-ARG-1122-RN,7-ARG-1122-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,29/05/2025,31/05/2025,3
7-ARG-1122-RN,7-ARG-1122-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,EBS-07,Perfuração,01/05/2025,04/05/2025,4
7-ARG-1122-RN,7-ARG-1122-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROTO-PNEUMÁTICA DE PERFURAÇÃO SHRP-05,Perfuração,24/04/2025,28/04/2025,5
7-ARG-1123-RN,7-ARG-1123-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,EBS-07,Perfuração,25/04/2025,27/04/2025,3
7-ARG-1123-RN,7-ARG-1123-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,21/05/2025,25/05/2025,5
7-ARG-1123-RN,7-ARG-1123-RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA ROTO-PNEUMÁTICA DE PERFURAÇÃO SHRP-05,Perfuração,17/04/2025,23/04/2025,7
7-ARG-128-RN,7ARG 0128  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,20/02/2025,20/02/2025,1
7-ARG-134-RN,7ARG 0134  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,16/09/2025,17/09/2025,2
7-ARG-14-RN,7ARG 0014  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,27/04/2025,28/04/2025,2
7-ARG-14-RN,7ARG 0014  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Completação,20/03/2025,23/03/2025,4
7-ARG-166-RN,7ARG 0166  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,06/07/2025,08/07/2025,3
7-ARG-177-RN,7ARG 0177  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,16/08/2025,16/08/2025,1
7-ARG-179-RN,7ARG 0179  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,14/02/2026,15/02/2026,2
7-ARG-182-RN,7ARG 0182  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,05/01/2025,07/01/2025,3
7-ARG-186-RN,7ARG 0186  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,05/03/2025,05/03/2025,1
7-ARG-190-RN,7ARG 0190  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,08/07/2025,08/07/2025,1
7-ARG-196-RN,7ARG 0196  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,27/05/2025,28/05/2025,2
7-ARG-210-RN,7ARG 0210  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,07/07/2025,07/07/2025,1
7-ARG-21-RN,7ARG 0021  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,14/09/2025,14/09/2025,1
7-ARG-238-RN,7ARG 0238  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,16/07/2025,17/07/2025,2
7-ARG-238-RN,7ARG 0238  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Restauração,11/01/2025,12/01/2025,2
7-ARG-242-RN,7ARG 0242  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,12/06/2025,14/06/2025,3
7-ARG-244-RN,7ARG 0244  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,12/03/2025,13/03/2025,2
7-ARG-250-RN,7ARG 0250  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,04/02/2026,06/02/2026,3
7-ARG-251-RN,7ARG 0251  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,24/05/2025,24/05/2025,1
7-ARG-253-RN,7ARG 0253  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,06/02/2026,07/02/2026,2
7-ARG-255-RN,7ARG 0255  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,18/01/2025,18/01/2025,1
7-ARG-260-RN,7ARG 0260  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Abandono,16/02/2026,18/02/2026,3
7-ARG-27-RN,7ARG 0027  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE - 105,Abandono,17/02/2026,20/02/2026,4
7-ARG-29-RN,7ARG 0029  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,25/05/2025,25/05/2025,1
7-ARG-301-RN,7ARG 0301  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Abandono,13/02/2026,16/02/2026,4
7-ARG-307-RN,7ARG 0307  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,07/02/2026,08/02/2026,2
7-ARG-30-RN,7ARG 0030  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,17/02/2026,18/02/2026,2
7-ARG-314-RN,7ARG 0314  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,09/07/2025,09/07/2025,1
7-ARG-325-RN,7ARG 0325  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Restauração,20/01/2025,21/01/2025,2
7-ARG-327-RN,7ARG 0327  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,09/03/2025,09/03/2025,1
7-ARG-344-RN,7ARG 0344  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,02/03/2025,03/03/2025,2
7-ARG-35-RN,7ARG 0035  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,03/07/2025,04/07/2025,2
7-ARG-368-RN,7ARG 0368  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,21/02/2025,22/02/2025,2
7-ARG-373-RN,7ARG 0373  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,18/07/2025,20/07/2025,3
7-ARG-397-RN,7ARG 0397  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,15/02/2026,17/02/2026,3
7-ARG-42-RN,7ARG 0042  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,15/06/2025,16/06/2025,2
7-ARG-441-RN,7ARG 0441  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,31/05/2025,02/06/2025,3
7-ARG-442-RN,7ARG 0442  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,31/05/2025,01/06/2025,2
7-ARG-462-RN,7ARG 0462  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,16/07/2025,16/07/2025,1
7-ARG-465-RN,7ARG 0465  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,06/12/2025,07/12/2025,2
7-ARG-470-RN,7ARG 0470  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,02/06/2025,03/06/2025,2
7-ARG-482-RN,7ARG 0482  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,10/03/2025,10/03/2025,1
7-ARG-500-RN,7ARG 0500  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,27/02/2025,27/02/2025,1
7-ARG-503-RN,7ARG 0503  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,17/08/2025,17/08/2025,1
7-ARG-503-RN,7ARG 0503  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 94,Restauração,27/12/2025,28/12/2025,2
7-ARG-506-RN,7ARG 0506  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,14/09/2025,15/09/2025,2
7-ARG-50-RN,7ARG 0050  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,07/12/2025,08/12/2025,2
7-ARG-518-RN,7ARG518RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,30/05/2025,31/05/2025,2
7-ARG-522-RN,7ARG522RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,21/07/2025,21/07/2025,1
7-ARG-535-RN,7ARG535RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,26/05/2025,26/05/2025,1
7-ARG-539-RN,7ARG539RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,19/01/2025,20/01/2025,2
7-ARG-53-RN,7ARG 0053  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Restauração,13/01/2025,19/01/2025,7
7-ARG-549-RN,7ARG549RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,19/07/2025,19/07/2025,1
7-ARG-54-RN,7ARG 0054  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,05/07/2025,05/07/2025,1
7-ARG-564-RN,7ARG564RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,15/08/2025,15/08/2025,1
7-ARG-564-RN,7ARG564RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Restauração,25/03/2026,27/03/2026,3
7-ARG-568-RN,7ARG568RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE - 105,Abandono,13/02/2026,15/02/2026,3
7-ARG-569-RN,7ARG569RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE - 105,Abandono,15/02/2026,17/02/2026,3
7-ARG-572-RN,7ARG572RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,15/09/2025,16/09/2025,2
7-ARG-572-RN,7ARG572RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Completação,17/03/2025,19/03/2025,3
7-ARG-577-RN,7ARG577RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,08/03/2025,08/03/2025,1
7-ARG-581-RN,7ARG581RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,03/06/2025,06/06/2025,4
7-ARG-599-RN,7ARG599RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,02/06/2025,03/06/2025,2
7-ARG-59-RN,7ARG 0059  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,28/02/2025,01/03/2025,2
7-ARG-605-RN,7ARG605RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,08/01/2025,09/01/2025,2
7-ARG-606-RN,7ARG606RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,04/03/2025,04/03/2025,1
7-ARG-611-RN,7ARG611RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,01/07/2025,01/07/2025,1
7-ARG-651-RN,7ARG651RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,18/07/2025,18/07/2025,1
7-ARG-651-RN,7ARG651RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Restauração,22/04/2025,25/04/2025,4
7-ARG-651-RN,7ARG651RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,29/04/2025,03/05/2025,5
7-ARG-651-RN,7ARG651RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Completação,17/02/2025,24/02/2025,8
7-ARG-655-RN,7ARG655RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,02/07/2025,02/07/2025,1
7-ARG-667-RN,7ARG667RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,11/07/2025,13/07/2025,3
7-ARG-671-RN,7ARG671RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,04/06/2025,05/06/2025,2
7-ARG-685-RN,7ARG685RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE SPT-64,Completação,10/06/2025,11/06/2025,2
7-ARG-687-RN,7ARG687RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 113,Restauração,31/12/2025,02/01/2026,3
7-ARG-699-RN,7ARG699RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,24/02/2025,25/02/2025,2
7-ARG-700-RN,7ARG700RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,26/02/2025,26/02/2025,1
7-ARG-700-RN,7ARG700RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,16/12/2025,17/12/2025,2
7-ARG-704-RN,7ARG704RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,06/03/2025,07/03/2025,2
7-ARG-72-RN,7ARG 0072  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,23/02/2025,23/02/2025,1
7-ARG-737-RN,7ARG737RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,17/07/2025,17/07/2025,1
7-ARG-746-RN,7ARG746RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,15/09/2025,15/09/2025,1
7-ARG-748-RN,7ARG748RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,06/07/2025,06/07/2025,1
7-ARG-757-RN,7ARG757RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Restauração,01/09/2025,03/09/2025,3
7-ARG-760-RN,7ARG760RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,10/01/2025,17/01/2025,8
7-ARG-783D-RN,7ARG783DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,29/05/2025,29/05/2025,1
7-ARG-786D-RN,7ARG786DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,21/01/2025,22/01/2025,2
7-ARG-807D-RN,7ARG807DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,04/07/2025,05/07/2025,2
7-ARG-811D-RN,7ARG811DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,09/07/2025,11/07/2025,3
7-ARG-823D-RN,7ARG823DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,14/07/2025,15/07/2025,2
7-ARG-830D-RN,7ARG830DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,23/06/2025,25/06/2025,3
7-ARG-831D-RN,7ARG831DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,26/06/2025,28/06/2025,3
7-ARG-832D-RN,7ARG832DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,29/06/2025,30/06/2025,2
7-ARG-833-RN,7ARG833RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 52,Completação,01/07/2025,03/07/2025,3
7-ARG-834-RN,7ARG834RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 109,Completação,27/06/2025,28/06/2025,2
7-ARG-835D-RN,7ARG835DRN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,01/06/2025,01/06/2025,1
7-ARG-84-RN,7ARG 0084  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,18/08/2025,18/08/2025,1
7-ARG-97-RN,7ARG 0097  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,SONDA DE PRODUÇÃO TERRESTRE 90,Abandono,18/02/2026,20/02/2026,3
7-ARG-99-RN,7ARG 0099  RN,ALTO DO RODRIGUES,POTIGUAR,3R POTIGUAR,3R POTIGUAR,TERRA,ETIC-01,Restauração,20/07/2025,20/07/2025,1
7-ASB-10DP-RN,7ASB10DPRN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,25/09/2025,25/09/2025,1
7-ASB-10DP-RN,7ASB10DPRN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,POÇO SEM SONDA,Restauração,02/01/2025,02/01/2025,1
7-ASB-10DP-RN,7ASB10DPRN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-08 (NOV 4C-4XL),Restauração,29/12/2025,29/12/2025,1
7-ASB-10DP-RN,7ASB10DPRN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,SONDA DE PRODUÇÃO TERRESTRE PR 01,Restauração,04/03/2025,05/03/2025,2
7-ASB-10DP-RN,7ASB10DPRN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-08 (NOV 4C-4XL),Completação,27/12/2025,28/12/2025,2
7-ASB-1-RN,7ASB1RN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,PR-15,Restauração,04/07/2025,06/07/2025,3
7-ASB-3-RN,7ASB3RN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Restauração,03/06/2025,03/06/2025,1
7-ASB-3-RN,7ASB3RN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,POÇO SEM SONDA,Completação,21/02/2026,22/02/2026,2
7-ASB-3-RN,7ASB3RN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,PR 08,Completação,01/06/2025,02/06/2025,2
7-ASB-3-RN,7ASB3RN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,PETRORECÔNCAVO,TERRA,SPT-PR-08 (NOV 4C-4XL),Restauração,13/03/2026,16/03/2026,4
7-ASB-3-RN,7ASB3RN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,PR 08,Completação,18/05/2025,31/05/2025,14
7-ASB-6DP-RN,7ASB6DPRN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,POÇO SEM SONDA,Restauração,23/04/2025,23/04/2025,1
7-ASB-6DP-RN,7ASB6DPRN,ASA BRANCA,POTIGUAR,PETRORECÔNCAVO,POTIGUAR E&P S.A.,TERRA,PR 08,Completação,24/04/2025,16/05/2025,23
7-ATP-10D-RJS,7-ATP-10D-RJS,ATAPU,SANTOS,PETROBRAS,PETROBRAS,MAR,DHIRUBHAI DEEPWATER KG2,Perfuração,29/03/2026,31/03/2026,3
7-ATS-10-SE,7ATS 0010  SE,ATALAIA SUL,SERGIPE,CARMO,CARMO,TERRA,SPT-059,Abandono,07/05/2025,17/05/2025,11
